Customer ID,Tx,Initiated by,Amount,Initiated on,Status
JKX2N7GSC41SVNZ51DKTFF0CZC,cf3162fc-b355-4b15-b67f-88ddc62f0cc6,kinzash,$2750,"Dec 05, 2023",Success
JKX2N7GSC41SVNZ51DKTFF0CZC,9fad2e90-63ba-44d4-bc95-7504602ea884,kinzash,$2750,"Dec 05, 2023",Success
PJSK8AGH92AFNWNHFH1D5T6MTR,712f08ac-4729-4404-949d-93727e8612c5,nadir,$99,"Nov 27, 2023",Success
PJSK8AGH92AFNWNHFH1D5T6MTR,66cf1c3b-44ff-4cc8-8a1b-bf803c5a55e5,nadir,$99,"Nov 27, 2023",Success
